place,title,link,published,source,domain,category,confidence,importance,reason
New York NY,Landlords and tenants speak out on proposed increases at Rent Guidelines Board meeting in Lower Manhattan - ABC7 New York,https://news.google.com/rss/articles/CBMivwFBVV95cUxQZnBoanRnWEVfQUE0WkZwemVCcUNXNm5KSVQ3SXIwT2gwbUpSMm9lY3c2c05KeWcyNlRfVU40RzdmSjZRM0FSb2NaeHVCZGdWbGt5d0RrVHV3RHJjTG1ldmQ4RmstREs5eGpuVENlOThhbkRESmw2a2FxYjByeU40cmFpcktDNzd0N1VUU2dfM0FtcVU5c1RUQkJaeXdsLUEwUWtSY2FjU3FNaThyX3FnYzJNdE5NMEdDTXlhWEFIMNIBxAFBVV95cUxOdUNySnFlTEdRRkpoTUlQS1BWTUpHUThSbDN6MVZEUmNMUkhhUlNtODFFQUZhbDY3TW1XOFVLLThISVlVSlFOSDh0bi1OSGZ0dU5iRllES042dmdaaFYzUjRPQVVpVjRra0M4ZTdmcm5mT2E1VGtOUllXTEFjX3BlSWpvdTNvamVpeVZYZnlvS1VqM0NVeU9hZFlaeDNOVDZaZk5iVVFnNEJHX0pKSk96N3lpN1Q2aVVHVDVNYUpOOTNGaW4y?oc=5,"Thu, 23 Apr 2026 19:34:47 GMT",ABC7 New York,news.google.com,civics_politics,0.94,0.68,Rent Guidelines Board meeting concerns housing policy and public governance.
New York NY,FDNY: 15 injured in Queens school bus crash near LIE and Grand Central Parkway - Gothamist,https://news.google.com/rss/articles/CBMipwFBVV95cUxOT09ZN3ZxRlpvOTVTVzVFTmJLLUNFRGJ0ZERiZG9sbVRMSEVzcTFDSENRTGxTMXl1d0V6S29GZGFSQWhOdnR6V3ZpWTA3WHNvNjkzQ1JoRTlSYmtJX0N6R0tCejE4TFFSWTBNQ2xuQllZRGNudFVxc1A0aWd2Y3JIdFZwdy1hdG9vRmJKeWpzMkdndTVzX1p3M0Y1dFNQVXpUOFo5RUVDQQ?oc=5,"Fri, 24 Apr 2026 00:40:00 GMT",Gothamist,news.google.com,civics_politics,0.84,0.56,"Crash with injuries is a public safety incident, not active alert."
New York NY,Mamdani replaces longtime head of Mayor’s Office of Operations with Lander alum - Crain's New York Business,https://news.google.com/rss/articles/CBMigwFBVV95cUxPWGh6N3l4dXpyRG5MYVEzVTdOUGVWOHdTRzg1UzBqdmVOMDlNVVQ0S0UxczJ3Rk1tOHBvM1ZkR2ZHYVJGbDJpQ3puMnlRa1dPNlpCSE03aVFIMHh3R21lZWdXampwVGd2Uk5EdVotZWg1ejh1SmxMNmFRWW85R2xUd2NzZw?oc=5,"Thu, 23 Apr 2026 10:00:00 GMT",Crain's New York Business,news.google.com,civics_politics,0.96,0.58,Mayor’s office staffing change is city government news.
New York NY,"Get a 1st Look at the All-New, All-American Cast of Operation Mincemeat On Broadway - Playbill",https://news.google.com/rss/articles/CBMisAFBVV95cUxOX195MVJKUGRDWlhUR2JCaG9vZmpzNkFtZVpUMV8tekR4Sm1YWFMyR1Y2bHZMZnNoeGFKa1Y0ZzM2enNrWm1ZaHY1MVV2TWdXT3J4ZU9Pd00wZGRqeXBBdFZpcnhxLTJ5LW1LOElLN2VWSl9JeTR5TFNheUxlTjhGMWIzNWdGYkh0QTc4elowYXE3UHhuU281RkZnbTVyaUNXa1dEWXUzLXBvRTVIem8wUg?oc=5,"Thu, 23 Apr 2026 19:03:29 GMT",Playbill,news.google.com,community,0.97,0.26,Broadway casting preview is local entertainment coverage.
New York NY,I Have a Crush on My Landlord. Should I Go for It? - Curbed,https://news.google.com/rss/articles/CBMie0FVX3lxTE5KNW1HUTktZzctYklWQ1VKN0VjZjhQdVJRY3FiTjQzRVBRV0xraHNyZGlCbFN4TjVlVEJRYWRaZXY3VTczMUY2QmxvY0V1N3BpbzRUSlBrenN1X015M3ZGTlp1X0hnT3NVeXlINVZONnp6a1NscC1KbjhmNA?oc=5,"Wed, 22 Apr 2026 11:00:23 GMT",Curbed,news.google.com,community,0.9,0.12,"Lifestyle advice column, not civic or service information."
New York NY,"As upstate New York looks to nuclear power, NYC remains dependent on fossil fuels - Gothamist",https://news.google.com/rss/articles/CBMiqwFBVV95cUxNV3JHQjMyU3VvUmE0SkVCazVjcEZhVjdVa1RoQ0NVc2FSUlRfM2hUVTZPTlBFeVNwbWY5WUJMa0dfVHMxR0lQYnhwNHZtSm9mWmhWMGVUb1ZWalNVYmJzblYtc3V0OTJrV2J1Q095RXFhcmFRQUZlRTZlVU1CelByTXdoaFh3V21SbzJ4dXdmbG1zdW94UW9HSmpDN1VBdGpRTDhsbXJQY0tXenM?oc=5,"Wed, 22 Apr 2026 14:48:00 GMT",Gothamist,news.google.com,civics_politics,0.76,0.48,Energy dependence and nuclear policy are public policy issues.
New York NY,"LIZA! AT 80 Celebration To Feature Kristin Chenoweth, Donna Murphy, Beth Leavel and More - BroadwayWorld",https://news.google.com/rss/articles/CBMizAFBVV95cUxOVWxwX1VZNW9sWUEwN3dab0ZraFYydk5lMEpiTGphckFuZEVhN0wyVjlVc2tUTVZNa1JudkZVVFJVSnpqVGtNMkxtU19HYmJMeThuOGdZdWgxa2pJZXJpV1I1Y2hkbndEeGN2MmJPV21HVjZnaGlsR0ZaeVlfMkdLT0ROOG5RQm5pUlJuOGZjWHNpRzd4NGI2MVU2cXhPYlp1VGo4YlJNQ0QyNEVTajVacEptYkE3RkptcmlDMnBRaHJwSzVnLTEwcDZnOUw?oc=5,"Thu, 23 Apr 2026 19:17:27 GMT",BroadwayWorld,news.google.com,community,0.97,0.24,Performance celebration announcement is arts and entertainment news.
New York NY,Early Addition: Do NYC teens have a constitutional right to look at TikTok for more than an hour a day? - Gothamist,https://news.google.com/rss/articles/CBMixwFBVV95cUxQcW50Y19fUXVmUlFDVi04RmhGR1JIdmNlSi1GVXBESURmLXBkSUpjdHpVRnpUcW5MTG5RbnJLdFU5LUJaNHUzRWllaWFUQkRBeDFpTWh2UUdpdFZBZ2ZsV0hlaDU5YkIzTGhnd2dsQW5uMVQ4TmE4RWtkMVBaSnR3MGtELWw3Z1p4ZFBaeEsyQjhSOG1fUWdXSEsyRjhOOEJDUFdqOHI2ejNuUlR0N3lWb0t4Nm85NHJaSl9Nb3RBdW5pV0w0bUtR?oc=5,"Wed, 22 Apr 2026 14:01:00 GMT",Gothamist,news.google.com,civics_politics,0.8,0.38,Constitutional rights and teen TikTok limits involve policy and law.
New York NY,Driver having medical episode fatally strikes 72-year-old woman on Bronx bench: police - Gothamist,https://news.google.com/rss/articles/CBMisgFBVV95cUxOM2lFV2JETUx6MHVkQjVEN2RVUXBCU1o1WW9Mb3lyOHZhWHRwXzdNczhIZWJUa09Ya1VZV0pveVhoVjhDTTU1eHpQTF9fMk1aS2twclNoUjlrSFBnTGFiT2FhaUJXbXBtbDkwd0NKN1pOZWdIc0E3Q0VhejZHRVR4R09oVWxMTjh1T0lJd2VOZDh2Y3ZpYzlIS0otSFhiUkYza3V5eEstZi1SMFQ5dENVZVhR?oc=5,"Wed, 22 Apr 2026 12:03:00 GMT",Gothamist,news.google.com,civics_politics,0.93,0.46,Fatal crash under police investigation fits crime/public safety coverage.
New York NY,An all Wallace Shawn film festival comes to the Lower East Side - Gothamist,https://news.google.com/rss/articles/CBMipwFBVV95cUxONHRlSkRqNUlJUW1DUnBxMENsYkhjNTkxWGRzcTNXMUFWRXZQZS1QUnNFN0l5TlRGNTlyRE9lM1RKOXZOWTMzRkZmV280d2hZQ0J3M0NoWDQwdmdlb3R0bk9IS3ZKRzlZWWMtSjlOUVlONTQyZFNmUExod1Q3SGo0UDJlMzFXeWZUTXY0U2VHMHJUNTBPX0Z5SnVvRUx2N256UE1lUzR5RQ?oc=5,"Thu, 23 Apr 2026 17:03:00 GMT",Gothamist,news.google.com,community,0.97,0.3,Local film festival on the Lower East Side.
New York NY,NYC universities restrict commencement speeches after students criticized Israel - Gothamist,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZndEclFUbXdoMFUwUFZrZGQtSFh1NmVlM0RRZHpmZE1rMlZuaTZ4Q3dzcVRYbjB0T29zOGp6dHE4azFVdHBVYmUyOXdFQVhEOU5lZFBDLVZxZFNfaGZLVUN1WVZ3Zy1PQXVkbWpaRUdTcGp0WjRxWDlOZjZRc3RpVElmQ18takVTUXQxM256WlNLdU9zamRIS0lHT19DZmFqdGZmRk91WUpreXM?oc=5,"Thu, 23 Apr 2026 17:41:00 GMT",Gothamist,news.google.com,civics_politics,0.88,0.52,University speech restrictions tied to protests and institutional policy.
